city,cityID,TGNID,latitude,longitude,birth,death,bir_sour
Alexandria ,1123000108,7001188,31.2,29.9,0.0,1.0,0.0
Kenya ,1300000000,1000169,1,38,0.0,1.0,0.0
Nairobi ,1300390003,7001116,-1.2833,36.8333,0.0,1.0,0.0
Casablanca ,1360060002,7000451,33.65,-7.5833,1.0,0.0,1.0
South Africa ,1547000000,1000193,-30,26,1.0,2.0,0.0
Cape Town ,1547060008,7000811,-33.9333,18.4667,0.0,1.0,0.0
Durban ,1547090049,7000801,-29.8833,31,0.0,1.0,0.0
Johannesburg ,1547270007,7000809,-26.1667,28.0333,0.0,1.0,0.0
Kokstad ,1547300050,1093255,-30.5333,29.4167,1.0,0.0,1.0
Louis Trichardt ,1547330035,1093324,-23.0167,29.7167,0.0,1.0,0.0
Port Elizabeth ,1547450045,7000861,-33.9667,25.6,1.0,0.0,1.0
Queenstown ,1547480000,1093541,-31.9,26.8833,1.0,0.0,1.0
Schweizer-Reneke ,1547540017,1093611,-27.1833,25.3333,1.0,0.0,1.0
Valhalla ,1547630001,1093732,-25.8333,28.15,0.0,1.0,0.0
Beijing ,3062030302,7001758,39.9167,116.4333,0.0,1.0,0.0
Tbilisi ,3180570000,7012268,41.7167,44.8167,1.0,1.0,0.0
Telavi ,3180570001,1060221,41.9333,45.5,1.0,0.0,1.0
India ,3241000000,7000198,20,77,0.0,1.0,0.0
Bhagalpur ,3241030278,1074751,25.2333,86.9833,1.0,0.0,1.0
Calcutta ,3241060002,7030776,22.5,88.3333,2.0,0.0,1.0
Sukabumi ,3242540173,1078620,-6.9167,106.8333,1.0,0.0,1.0
Israel ,3244000000,1000119,31.5,34.75,0.0,2.0,0.0
Tel Aviv district ,3244570000,1000939,32.0833,34.8,0.0,1.0,0.0
Tel Aviv-Jaffa ,3244570005,7001369,32.0833,34.7667,0.0,1.0,0.0
Teverya ,3244570016,7017529,32.8,35.5333,1.0,0.0,1.0
Amman governorate ,3270000001,1002055,31.5833,36.5,0.0,1.0,0.0
Akita prefecture ,3271000145,7000272,39.75,140.0833,1.0,0.0,1.0
Kyoto ,3271300435,7004603,35,135.75,2.0,1.0,1.0
Nara ,3271390105,7004739,34.6833,135.8333,0.0,1.0,0.0
Nara prefecture ,3271390208,1001012,34.5,136,0.0,1.0,0.0
Osaka ,3271420147,1081126,35.95,137.2833,1.0,0.0,1.0
Tokyo ,3271570170,7004472,35.75,139.5,1.0,1.0,0.0
Kazakhstan ,3302000000,7014786,48,68,0.0,1.0,0.0
Ulaanbaatar ,3363600002,7000872,47.9,106.8667,1.0,0.0,1.0
Kathmandu ,3392300004,1083294,27.7,85.3167,0.0,1.0,0.0
Lahore ,3450330001,7001560,31.5667,74.3667,0.0,1.0,0.0
Russia ,3510000000,7002435,60,47,3.0,0.0,1.0
Droskovo ,3510090139,1053725,52.4833,37.0333,1.0,0.0,1.0
Irbit ,3510240099,1054400,57.7333,63.0333,0.0,1.0,0.0
Ivanovskoye ,3510240158,1137524,56.4,37.1333,1.0,0.0,1.0
Moscow ,3510360392,7012974,55.75,37.7,3.0,10.0,0.0
Petrovsk ,3510450202,1058371,52.3333,45.4,1.0,0.0,1.0
Riga ,3510510089,7010267,56.6667,106.1667,1.0,0.0,1.0
Saint Petersburg ,3510540053,7010273,59.8833,30.25,10.0,5.0,1.0
Smolensk ,3510540484,7010288,54.8167,32.0667,1.0,0.0,1.0
Tula ,3510570354,7010310,54.1833,37.6333,2.0,0.0,1.0
Zaraysk ,3510750060,1061541,54.75,38.9,1.0,1.0,0.0
Uusikirkko ,3510750247,7029520,60.316,29.266,0.0,1.0,0.0
Sri Lanka ,3542000000,1000110,7,81,0.0,1.0,0.0
South Korea ,3544000000,7000299,37,127.5,1.0,0.0,1.0
Kangn_ng ,3544300012,1082264,37.8,127.8667,1.0,0.0,1.0
Seoul ,3544540030,7002223,37.5333,127,0.0,1.0,0.0
Bangkok ,3571030088,7000983,13.7333,100.5,1.0,0.0,1.0
Istanbul ,3573240047,7002473,41.0333,28.95,1.0,0.0,1.0
Pomerania ,4000450004,7013079,54,16,1.0,0.0,1.0
Silesia ,4000540003,7007552,50.864519,16.82592,2.0,0.0,1.0
Austria ,4002000000,1000062,47.3333,13.3333,1.0,1.0,0.0
Bad Radkersburg ,4002030015,1025435,46.6833,15.9833,1.0,0.0,1.0
Frohnleiten ,4002150032,1025552,47.2833,15.3333,0.0,1.0,0.0
Graz ,4002180039,7003097,47.0833,15.3667,3.0,1.0,1.0
Hall in Tirol ,4002210012,1025641,47.2833,11.5167,0.0,1.0,0.0
Innsbruck ,4002240006,7003249,47.2667,11.4,2.0,2.0,0.0
Liezen ,4002330041,1025791,47.5833,14.25,0.0,1.0,0.0
Mank ,4002360003,1025820,48.1333,15.35,1.0,0.0,1.0
Nieder_sterreich ,4002390000,7003025,48.3333,15.75,0.0,1.0,0.0
Neustift ,4002390021,7012619,47.1167,11.3167,1.0,0.0,1.0
Sch_rding ,4002540058,1026055,48.4667,13.45,0.0,1.0,0.0
V_cklabruck ,4002630010,7003279,48.0167,13.6667,1.0,0.0,1.0
Vienna ,4002630021,7003321,48.2167,16.3667,31.0,15.0,1.0
