city,cityID,TGNID,latitude,longitude,birth,death,bir_sour
China ,3062000000,1000111,35,105,3.0,0.0,1.0
Beijing ,3062030302,7001758,39.9167,116.4333,1.0,10.0,0.0
Changzhou ,3062060190,7001471,31.7833,119.95,0.0,1.0,0.0
Cheng'an ,3062060231,1067162,36.45,114.6833,1.0,0.0,1.0
Chengdu ,3062060234,7001761,30.666,104.066,0.0,1.0,0.0
Canton ,3062060380,7018040,23.1333,113.3333,2.0,1.0,1.0
Dipu ,3062090510,7023837,30.6333,119.6833,1.0,0.0,1.0
Dongping ,3062090594,1138922,35.9667,116.3333,1.0,0.0,1.0
Foshan ,3062150138,7018049,23.05,113.1333,1.0,0.0,1.0
Guilin ,3062180346,7001799,25.35,110.1833,1.0,0.0,1.0
Henan ,3062210003,7016672,34,114,1.0,0.0,1.0
Hubei ,3062210005,7002078,31,112,0.0,1.0,0.0
Hong Kong ,3062210007,7004542,22.25,114.1667,1.0,2.0,0.0
Haiyang ,3062210049,1068554,36.75,121.25,1.0,0.0,1.0
Hangzhou ,3062210092,7001806,30.3,120.1167,1.0,2.0,0.0
Harbin ,3062210115,7002066,45.75,126.6833,1.0,0.0,1.0
Jiading ,3062270010,1069099,31.4,121.25,1.0,0.0,1.0
Kunshan ,3062300106,1069581,31.35,120.95,1.0,0.0,1.0
Lanxi ,3062330073,1069668,29.2,119.45,1.0,0.0,1.0
Lin'an ,3062330261,1069840,30.2667,119.7167,0.0,1.0,0.0
Luzhou ,3062330800,1070255,28.9167,105.4167,1.0,0.0,1.0
Meishan ,3062360181,1070405,30.0333,103.8167,1.0,0.0,1.0
Nanjing ,3062390068,7001892,32.05,118.7833,0.0,1.0,0.0
Shandong ,3062540001,7002085,36,118,1.0,0.0,1.0
Shanghai ,3062540231,7023856,31.1,121.3667,1.0,2.0,0.0
Shanghang ,3062540233,1071450,25.05,116.4167,1.0,0.0,1.0
Shantou ,3062540323,7001917,23.3833,116.65,1.0,0.0,1.0
Suzhou ,3062540950,7018059,31.35,120.6667,1.0,2.0,0.0
Xiangcheng ,3062690061,1139797,31.4833,120.7167,1.0,1.0,0.0
Xiangtan ,3062690079,1072782,27.85,112.9,1.0,0.0,1.0
Xiaogan ,3062690127,1072825,30.9167,113.9,1.0,0.0,1.0
Xuzhou ,3062690709,1073277,34.2667,117.1833,1.0,0.0,1.0
Yangjiang ,3062720076,1073342,21.8667,111.8667,1.0,0.0,1.0
Yangzhou ,3062720139,7001999,32.3667,119.3667,0.0,2.0,0.0
Yixing ,3062720388,1073603,31.3667,119.75,1.0,0.0,1.0
Zhejiang ,3062750000,7002076,29,120,1.0,0.0,1.0
Georgia ,3180000000,7006653,42,43.5,1.0,0.0,1.0
Kutaisi ,3180300019,7010343,42.25,42.7333,1.0,0.0,1.0
Manglisi ,3180360002,7010194,41.7167,44.4167,1.0,0.0,1.0
Mirzaani ,3180360009,1057036,41.3667,46.1667,1.0,0.0,1.0
Tbilisi ,3180570000,7012268,41.7167,44.8167,7.0,6.0,1.0
Baghdad ,3240030004,7002482,33.35,44.4167,1.0,2.0,0.0
Babylonia ,3240030008,7013255,33.240526,43.68985,0.0,1.0,0.0
India ,3241000000,7000198,20,77,5.0,1.0,1.0
Assam ,3241000004,1001832,26,92,0.0,1.0,0.0
_gra ,3241000028,7001493,27.183,78.016,0.0,1.0,0.0
Bangalore ,3241030113,7001504,12.9667,77.5833,1.0,1.0,0.0
Bankura ,3241030120,1074534,23.2333,87.0833,1.0,0.0,1.0
Behala ,3241030229,1074711,22.5,88.3333,1.0,0.0,1.0
Mumbai ,3241030431,7001518,18.9333,72.85,1.0,2.0,0.0
Calcutta ,3241060002,7030776,22.5,88.3333,10.0,6.0,1.0
Chennai ,3241060081,7001562,13.0833,80.3,2.0,0.0,1.0
Delhi ,3241090070,7001535,28.6667,77.2167,2.0,1.0,1.0
Fatehpur ,3241150016,1140136,24.0833,87.7333,0.0,1.0,0.0
Goa ,3241180082,7018161,15.5167,73.9333,0.0,1.0,0.0
Hyderabad ,3241210097,7001541,17.3667,78.4333,1.0,0.0,1.0
Jaipur ,3241270019,7001544,26.8833,75.8333,1.0,0.0,1.0
Karnataka ,3241300000,1001882,14,76,1.0,0.0,1.0
K¨¡npur ,3241300079,7001527,26.466,80.349,0.0,1.0,0.0
Kapadvanj ,3241300085,1075754,23.05,73.15,1.0,0.0,1.0
Karel¨© ,3241300099,1075766,22.9167,79.0667,0.0,1.0,0.0
Kotagiri ,3241300295,1075934,11.35,76.7333,1.0,0.0,1.0
Lucknow ,3241330050,7001561,26.85,80.916,0.0,2.0,0.0
Murshidabad ,3241360257,1076286,24.1833,88.3167,0.0,1.0,0.0
Nagappattinam ,3241390012,7001571,10.75,79.8333,0.0,1.0,0.0
Nagar ,3241390014,1140177,32.2,77,0.0,1.0,0.0
Patna ,3241450101,7001575,25.6167,85.2,0.0,1.0,0.0
Th¨¡na ,3241570071,1077154,19.2,72.9667,0.0,1.0,0.0
Indonesia ,3242000000,1000116,-5,120,4.0,2.0,1.0
Bali ,3242030000,1001137,-8.5,115,0.0,1.0,0.0
Bandung ,3242030041,7002853,-6.95,107.5667,1.0,0.0,1.0
Jakarta ,3242270007,7002854,-6.1333,106.75,1.0,0.0,1.0
Madiun ,3242360002,1078051,-7.6167,111.55,1.0,0.0,1.0
Medan ,3242360064,1078112,3.5833,98.65,1.0,0.0,1.0
Ngawi ,3242390037,1078231,-7.3833,111.3667,1.0,0.0,1.0
Purworejo ,3242450173,1078411,-7.75,110.0667,1.0,0.0,1.0
Sindangbarang ,3242540138,1078585,-7.4333,107.0167,0.0,1.0,0.0
Surabaya ,3242540220,7003700,-7.2333,112.75,1.0,0.0,1.0
_r¨¡n ,3243000000,7000231,32,53,1.0,0.0,1.0
E_fah¨¡n province ,3243120001,1001228,32.8333,51.8333,0.0,1.0,0.0
E_fah¨¡n ,3243120005,7017459,32.6833,51.6833,0.0,1.0,0.0
Kashan ,3243300018,1079129,33.9833,51.5833,2.0,0.0,1.0
M¨¡zandar¨¡n ,3243360001,1001403,36.5,53.5,0.0,1.0,0.0
Mashhad ,3243360016,7002247,36.2667,59.5667,2.0,1.0,1.0
Neysh¨¡b¨±r ,3243390012,7002095,36.2167,58.8167,0.0,1.0,0.0
Qazv¨©n ,3243480009,1079247,36.2667,50,0.0,1.0,0.0
Sh¨©r¨¡z ,3243540044,7002148,29.6333,52.5667,1.0,1.0,0.0
Tabr¨©z ,3243570003,7002156,38.0833,46.3,3.0,1.0,1.0
Tehr¨¡n ,3243570017,7002157,35.6667,51.4333,1.0,0.0,1.0
Israel ,3244000000,1000119,31.5,34.75,0.0,1.0,0.0
Ashdod ,3244000021,6000548,30.64981,34.871599,1.0,0.0,1.0
Haifa ,3244210016,7001362,32.8167,34.9833,0.0,1.0,0.0
Jerusalem ,3244270007,7001371,31.7667,35.2333,1.0,9.0,0.0
Ramla ,3244510009,7001366,31.9333,34.8667,0.0,1.0,0.0
Tel Aviv district ,3244570000,1000939,32.0833,34.8,0.0,4.0,0.0
Tel Aviv-Jaffa ,3244570005,7001369,32.0833,34.7667,0.0,4.0,0.0
Tsefat ,3244750000,7032018,32.9667,35.5,2.0,1.0,1.0
Jordan ,3270000000,1000121,31,36,0.0,1.0,0.0
As-Sal_ ,3270000045,1081875,32.0333,35.7167,1.0,0.0,1.0
Japan ,3271000000,1000120,36,138,3.0,1.0,1.0
Aizu-bange ,3271000023,1079764,37.5667,139.8167,1.0,0.0,1.0
Akita ,3271000048,7004842,39.7333,140.0833,0.0,1.0,0.0
Aomori ,3271000077,7004470,40.8333,140.7167,3.0,0.0,1.0
Ashiya ,3271000113,1140330,34.7,135.2667,0.0,1.0,0.0
Awaji ,3271000130,1079845,34.5833,135.0167,1.0,0.0,1.0
Aichi prefecture ,3271000144,7016579,35,137.25,1.0,1.0,0.0
Aomori prefecture ,3271000146,7000273,40.8333,140.75,1.0,0.0,1.0
Chigasaki ,3271060005,1079883,35.3333,139.4,0.0,1.0,0.0
Chiyoda ,3271060017,1079895,34.6833,132.5333,1.0,0.0,1.0
Fukuoka ,3271150035,7004478,33.65,130.35,1.0,1.0,0.0
Gifu ,3271180009,7004481,35.45,136.7667,1.0,0.0,1.0
Gifu prefecture ,3271180032,1000977,35.75,137,1.0,0.0,1.0
Hagi ,3271210012,7004483,34.4167,131.3667,0.0,1.0,0.0
Hakodate ,3271210020,7004843,41.7667,140.7333,1.0,0.0,1.0
Hara ,3271210048,1140365,35.9667,138.2333,1.0,1.0,0.0
Harima ,3271210053,1080057,34.7,134.8833,2.0,0.0,1.0
Hokkaid¨­ prefecture ,3271210202,1000985,44.1667,143,1.0,0.0,1.0
Hy¨­go prefecture ,3271210203,7016675,35,135,1.0,0.0,1.0
Ibaraki prefecture ,3271210204,1000987,36.5,140.5,1.0,0.0,1.0
Iwate prefecture ,3271240161,7016687,39.5833,141.4167,1.0,0.0,1.0
Kagoshima prefecture ,3271270013,1000993,30,130,1.0,0.0,1.0
Kagoshima ,3271300011,7004844,31.6167,130.5333,4.0,0.0,1.0
Kamakura ,3271300037,1080374,35.3167,139.55,0.0,3.0,0.0
Kameoka ,3271300041,1080377,35.0333,135.5833,2.0,1.0,1.0
Kanazawa ,3271300109,7004554,36.5833,136.6333,2.0,0.0,1.0
Kawagoe ,3271300181,1080492,35.9167,139.5,1.0,0.0,1.0
Kobe ,3271300286,7004560,34.6667,135.2,2.0,0.0,1.0
Koga ,3271300298,7004561,36.2,139.7,1.0,0.0,1.0
Kumamoto ,3271300374,7004598,32.8333,130.7,0.0,1.0,0.0
Kurume ,3271300411,7004601,33.3333,130.4833,2.0,0.0,1.0
Kuwana ,3271300430,7004602,35.0667,136.6667,0.0,1.0,0.0
Kyoto ,3271300435,7004603,35,135.75,24.0,25.0,0.0
Kanagawa prefecture ,3271300439,7016696,35.5,139.5,0.0,2.0,0.0
Kumamoto prefecture ,3271300441,1000997,32.5,130.6667,0.0,1.0,0.0
Nagasaki ,3271390020,7004735,32.75,129.8667,0.0,1.0,0.0
Nagoya ,3271390032,7004736,35.1333,136.8833,2.0,1.0,1.0
Nanao ,3271390088,1080963,37.05,136.9667,1.0,0.0,1.0
Niigata ,3271390135,7004740,37.9667,139.0333,2.0,0.0,1.0
Nishinomiya ,3271390160,7004742,34.7167,135.3333,0.0,1.0,0.0
Nagano prefecture ,3271390206,1001010,36,138,2.0,1.0,1.0
Nagasaki prefecture ,3271390207,7000276,32.8333,129.9167,2.0,0.0,1.0
Okayama ,3271420084,7004752,34.6667,133.9,1.0,0.0,1.0
Okazaki ,3271420085,7004753,34.9667,137.1667,1.0,0.0,1.0
_saka ,3271420146,7004756,34.6667,135.5,1.0,0.0,1.0
Osaka ,3271420147,1081126,35.95,137.2833,5.0,1.0,1.0
Okayama prefecture ,3271420199,1001015,35,134,1.0,0.0,1.0
Fukuoka prefecture ,3271450002,1000975,33.75,130.5,0.0,1.0,0.0
Shido ,3271540130,1081282,34.3167,134.1667,1.0,0.0,1.0
Shimonoseki ,3271540171,7004468,33.9833,130.9667,1.0,0.0,1.0
Shiga prefecture ,3271540286,7000277,35.25,136,1.0,1.0,0.0
Tanigumi ,3271570103,1081509,35.5167,136.6,1.0,0.0,1.0
Tawara ,3271570124,1081527,34.45,135.95,0.0,1.0,0.0
Tokuyama ,3271570169,1081558,34.0667,131.8,0.0,1.0,0.0
Tokyo ,3271570170,7004472,35.75,139.5,27.0,53.0,0.0
Toyama ,3271570204,7004860,36.7,137.2333,1.0,0.0,1.0
Yamaguchi prefecture ,3271660026,1001040,34.3333,131.5,2.0,0.0,1.0
Yamagata ,3271720025,7004834,38.2667,140.3167,1.0,0.0,1.0
Yame ,3271720053,1081759,33.4667,130.5667,0.0,1.0,0.0
Yokohama ,3271720095,7004836,35.4667,139.6333,2.0,3.0,0.0
Yugawara ,3271720139,1081819,35.15,139.0667,0.0,1.0,0.0
Bishkek ,3301030005,7017616,42.8833,74.7667,1.0,0.0,1.0
Kazakhstan ,3302000000,7014786,48,68,0.0,1.0,0.0
Petropavlovsk ,3302450012,1058364,54.8833,69.2167,2.0,0.0,1.0
Macau ,3360360002,1082660,22.2,113.55,0.0,2.0,0.0
Kuala Kedah ,3361300062,1082811,6.1,100.3,2.0,0.0,1.0
Maldives ,3362000000,7000331,3.2,73,0.0,1.0,0.0
Mandalay ,3364360011,7002169,21.95,96.0667,1.0,0.0,1.0
Kar¨¡chi ,3450300020,7002450,24.85,67.0333,0.0,1.0,0.0
Lahore ,3450330001,7001560,31.5667,74.3667,2.0,2.0,0.0
Rawalpindi ,3450510014,1083736,33.6667,73.1333,1.0,0.0,1.0
Philippines ,3451000000,1000135,13,122,0.0,1.0,0.0
Iloilo ,3451240013,1084264,10.7,122.5667,1.0,0.0,1.0
Leyte ,3451330004,1001388,10.8333,124.9167,0.0,1.0,0.0
Madrid ,3451360015,1084386,9.25,125.9833,0.0,1.0,0.0
Manila ,3451360058,7003706,14.6167,120.9667,1.0,0.0,1.0
Russia ,3510000000,7002435,60,47,14.0,1.0,1.0
Abramtsevo ,3510000017,7018692,56.2333,37.9667,0.0,1.0,0.0
Arkhangelskoye ,3510000275,1137219,53.25,37.7333,0.0,1.0,0.0
Arzamas ,3510000304,1052312,55.4,43.8,1.0,0.0,1.0
Astrakhan ,3510000318,7010106,46.3667,48.0667,0.0,1.0,0.0
Baltiysk ,3510030059,1052504,54.6833,19.9833,1.0,0.0,1.0
Barvikha ,3510030085,1052551,55.7333,37.2833,0.0,1.0,0.0
Bezhetsk ,3510030266,1052603,57.8167,36.6667,1.0,0.0,1.0
Borisoglebsk ,3510030469,1053021,51.3833,42.0333,2.0,0.0,1.0
Borovichi ,3510030483,7010117,58.3667,34,1.0,0.0,1.0
Buguruslan ,3510030530,1053128,53.6,52.5,1.0,0.0,1.0
Chernyanka ,3510060140,1051302,50.9333,37.8,1.0,0.0,1.0
Chita ,3510060172,7011559,52.05,113.5833,1.0,0.0,1.0
Dol'skoye ,3510090109,1053665,54.7833,36.4333,1.0,0.0,1.0
Engels ,3510120020,7010133,51.5,46.1167,1.0,0.0,1.0
Gatchina ,3510180014,1053959,59.5333,30.15,1.0,1.0,0.0
Gelendzhik ,3510180024,1053974,44.5667,38.1167,0.0,1.0,0.0
Groznyy ,3510180185,7012257,43.35,45.7,1.0,0.0,1.0
Gusev ,3510180221,7016781,48.4333,40.5,1.0,0.0,1.0
Gvardeysk ,3510180230,1054250,54.65,21.0167,1.0,0.0,1.0
Kagalnitskaya ,3510300028,1054862,46.8833,40.1667,1.0,0.0,1.0
Kaliningrad ,3510300047,7013050,54.6667,20.5,8.0,2.0,1.0
Kaluga ,3510300063,7010166,54.5167,36.2667,3.0,0.0,1.0
Kazan' ,3510300245,7015156,55.75,49.1667,4.0,1.0,1.0
Kholm ,3510300360,1053358,57.15,31.1833,1.0,0.0,1.0
Kholmogory ,3510300363,1053364,64.2,41.7,1.0,1.0,0.0
Khvalynsk ,3510300408,1053430,52.5,48.0667,1.0,0.0,1.0
Kirov ,3510300450,7014842,58.6333,49.6333,1.0,0.0,1.0
Kislovodsk ,3510300474,1055340,43.9333,42.7333,1.0,1.0,0.0
Kostroma ,3510300722,7010179,57.7667,40.9833,1.0,1.0,0.0
Krasnoyarsk ,3510300850,7014883,56.0833,92.7667,1.0,0.0,1.0
Krasnyj Cholm ,3510300870,1137767,54.1833,40.7,1.0,0.0,1.0
Kronshtadt ,3510300945,7013405,59.9833,29.75,3.0,0.0,1.0
Kursk ,3510301089,7010341,51.75,36.2333,5.0,1.0,1.0
Lomonosov ,3510330163,7010188,59.8333,29.8,1.0,0.0,1.0
Leningrad Oblast ,3510330261,7011572,59.9167,30.25,0.0,1.0,0.0
Malaya Vishera ,3510360057,1056726,58.8833,32.1333,1.0,0.0,1.0
Medvenka ,3510360201,1056915,51.4,36.1333,1.0,0.0,1.0
Moscow ,3510360392,7012974,55.75,37.7,88.0,156.0,0.0
Mozhaysk ,3510360410,1057060,55.4833,36.0333,1.0,0.0,1.0
Moscow Oblast ,3510360481,7011573,55.5,40,1.0,2.0,0.0
Moskva autonomous city ,3510360482,7018215,55.75,37.7,1.0,0.0,1.0
Nizhniy Novgorod ,3510390230,7011579,56.3333,44,2.0,0.0,1.0
Novocherkassk ,3510390329,7010230,47.4167,40.0833,4.0,0.0,1.0
Novodevichye ,3510390332,1057651,53.6167,48.8333,0.0,1.0,0.0
Omsk ,3510420100,7010238,55,73.3667,1.0,0.0,1.0
Orel ,3510420124,1058004,52.9667,36.0667,2.0,0.0,1.0
Palekh ,3510450011,7010242,56.8,41.85,1.0,0.0,1.0
Pargolovo ,3510450038,1058215,60.0667,30.3,0.0,1.0,0.0
Pavlovsk ,3510450068,7010243,59.6833,30.3833,1.0,0.0,1.0
Penza ,3510450102,7010246,53.1833,45,1.0,1.0,0.0
Pereslavl Zalesskiy ,3510450117,7010248,56.6667,38.8333,1.0,1.0,0.0
Perm ,3510450129,7010249,58.0167,56.1667,1.0,0.0,1.0
Pochinok ,3510450286,1058463,54.4,32.4667,1.0,0.0,1.0
Polotsk ,3510450369,1058551,52.7667,59.7333,1.0,0.0,1.0
Pushkin ,3510450534,7010262,59.7167,30.3667,1.0,5.0,0.0
Ramushevo ,3510510028,1058851,57.8333,31.6167,1.0,0.0,1.0
R'azan' ,3510510053,7011591,54.6333,39.7333,0.0,1.0,0.0
Repino ,3510510075,1058916,60.1667,29.8667,1.0,1.0,0.0
Riga ,3510510089,7010267,56.6667,106.1667,5.0,1.0,1.0
Romny ,3510510123,1058983,50.7167,129.3333,1.0,0.0,1.0
Rostov ,3510510136,7031860,57.188,39.406,1.0,0.0,1.0
Rostov-na-Donu ,3510510137,7010269,47.2333,39.7,2.0,0.0,1.0
Saint Petersburg ,3510540053,7010273,59.8833,30.25,90.0,137.0,0.0
Saratov ,3510540067,7010280,51.5667,46.0333,5.0,1.0,1.0
Serpukhov ,3510540201,7010282,54.8833,37.4167,2.0,1.0,1.0
Shadrinsk ,3510540230,1051521,56.1333,63.5333,1.0,0.0,1.0
Siberia ,3510540404,7011548,62.392035,-55.832018,1.0,1.0,0.0
Smolensk ,3510540484,7010288,54.8167,32.0667,4.0,0.0,1.0
Sochi ,3510540498,1059543,43.5833,39.7667,1.0,0.0,1.0
Sokolka ,3510540512,1059570,55.5667,51.5,1.0,0.0,1.0
Solikamsk ,3510540530,1059594,59.6667,56.75,1.0,0.0,1.0
Strel'na ,3510540768,1059854,59.85,30.0333,1.0,0.0,1.0
Sudzha ,3510540791,1059899,51.1833,35.2833,1.0,0.0,1.0
Sankt-Peterburg autonomous city ,3510540911,7018216,59.932739,30.306721,1.0,0.0,1.0
Taganrog ,3510570007,7012059,47.2333,38.9167,2.0,0.0,1.0
Tambov ,3510570039,7010298,52.7333,41.4667,2.0,0.0,1.0
Tarusa ,3510570067,1060164,54.7333,37.2333,0.0,1.0,0.0
Tobol'sk ,3510570209,7014917,58.25,68.2,1.0,0.0,1.0
Tomsk ,3510570240,7011601,56.5,85.0833,1.0,0.0,1.0
Torzhok ,3510570269,7010306,57.0333,34.85,1.0,0.0,1.0
Tula ,3510570354,7010310,54.1833,37.6333,1.0,0.0,1.0
Tver' ,3510570395,7012938,56.8167,35.95,1.0,0.0,1.0
Tyumen' ,3510570418,7011602,57.1833,65.4833,1.0,0.0,1.0
Tver' oblast ,3510570423,7012941,56.75,36.5,1.0,0.0,1.0
Ufa ,3510600016,7010312,54.75,55.9667,2.0,0.0,1.0
Voronezh ,3510630321,1061363,51.6667,39.2167,2.0,0.0,1.0
Vyborg ,3510630404,7010097,60.75,28.6833,2.0,0.0,1.0
Yekaterinburg ,3510720088,7017618,56.8667,60.5833,1.0,0.0,1.0
Yelabuga ,3510720097,1054658,55.8,52,1.0,0.0,1.0
Yelets ,3510720109,7017988,52.5833,38.5,1.0,0.0,1.0
Mecca ,3540360005,7003870,21.45,39.8167,0.0,1.0,0.0
Colombo ,3542060002,7002533,6.9167,79.8667,2.0,2.0,0.0
Kandy ,3542300001,7002518,7.2833,80.6667,1.0,0.0,1.0
Syria ,3543000000,1000140,35,38,1.0,0.0,1.0
Aleppo ,3543000102,7002252,36.2333,37.1667,1.0,1.0,0.0
Damascus ,3543090021,7002261,33.5,36.3167,1.0,0.0,1.0
South Korea ,3544000000,7000299,37,127.5,1.0,0.0,1.0
Ch'ungju ,3544060038,1082201,36.9667,127.9167,1.0,0.0,1.0
Haenam ,3544210001,1082233,34.5833,126.5833,1.0,1.0,0.0
Seoul ,3544540030,7002223,37.5333,127,2.0,1.0,1.0
Taipei ,3570570015,7004306,25.047,121.525,0.0,2.0,0.0
Bangkok ,3571030088,7000983,13.7333,100.5,1.0,1.0,0.0
Turkey ,3573000000,1000144,39,35,1.0,1.0,0.0
Ankara ,3573000092,7002349,39.9167,32.8333,1.0,3.0,0.0
Antalya ,3573000094,7002378,36.8833,30.7,0.0,1.0,0.0
Ayval_k ,3573000155,1086013,39.3,26.7,1.0,0.0,1.0
Beyo_lu ,3573030132,7002474,41.05,28.9667,0.0,1.0,0.0
_al ,3573060006,1085768,38.0833,29.3667,1.0,0.0,1.0
Erzurum ,3573120038,7017539,39.95,41.2833,1.0,0.0,1.0
Istanbul ,3573240047,7002473,41.0333,28.95,24.0,22.0,1.0
Manisa ,3573360018,7002582,38.6,27.4833,0.0,1.0,0.0
Rize ,3573510008,1086792,41.0333,40.5167,1.0,0.0,1.0
